Book_05_-_The_Omens.txt:1	spa	Libro quinto, que trata de los agüeros y pronósticos que estos naturales tomaban de algunas aves, animales, y sabandijas, para adivinar las cosas futuras.
Book_05_-_The_Omens.txt:2	spa	Primer capítulo, del agüero que tomaban cuando alguno oía de noche ahullar alguna bestia fiera, o llorar como vieja, y de lo que decían los agoreros en este caso.
Book_05_-_The_Omens.txt:3	spa	Ya lejos en tiempo, cuando todavía en la idolatria, cuando así decían, algunos ancianos, hombres viejos: cuando todavía teníamos sólo una cosa, cuando todavía nos estábamos viendo, cuando todavía en nuestra tierra hablábamos de lo que los ausentes que nos dejaron, los ausentes que _ habitaban.
Book_05_-_The_Omens.txt:5	spa	El primero, es, cuando alguien oía, que una bestia lloraba , una bestia le lloraba, así como el caracol soñara: el monte le contestaba, bramaba _: así como una vieja llorara.
Book_05_-_The_Omens.txt:6	spa	_, decían que ya moriría en guerra: o moriría, moriría en tierra: quizás ya algo se le habría de juntar, pobreza: o se vendería, se esclavizaría: o sus hijos algunos vendería, los esclavizaría, los vendería de esclavos, pobreza entraría, en su hogar: el agua aparecería y seguiría apareciendo en su casa.
Book_05_-_The_Omens.txt:7	spa	Cuando eso pasó, entonces iba a ver el tonalpouhqui, donde éste le consolaba, le esforzaba, decía:

Book_05_-_The_Omens.txt:17	spa	A ellos se pasa, cuando quizás en algun lugar en el monte, dentro de un desfiladero, dentro del desierto, en medio del bosque, en un matorral, dentro de árboles, y si los pochteca [fueron] los viajeros, así les pasó, se rió el huactli a ellos, dijeron:

Book_05_-_The_Omens.txt:34	spa	Y si ya le llamó, dijo: O nuestro amigo, colibrí, O enemigo: ¿qué me dices?, ¿qué me quieres?, déjame: te daré lo que quieras: bien entonces le llamaba, le llamaba de nombre, _ su nombre, su nombre de noble.
Book_05_-_The_Omens.txt:35	spa	Y dijo el vasallo, a quien se había hecho ver: No te dejaré, es que te he tomado.
Book_05_-_The_Omens.txt:38	spa	Y si no fuera bueno, vio carbón, o un trapo, así revela sólo pobreza, miseria, merecía.
Book_05_-_The_Omens.txt:40	spa	Cuarto capítulo, donde se habla del agüero, que tomaron por agüero, cuando el tecolote ulula.
Book_05_-_The_Omens.txt:41	spa	También, con eso se tomó como agüero, se tenía de agüero, conocían el agüero: que el búho llora, cuando si encima de su techo de alguien, o encima de su jacal, en sus árboles estaba llorando: el que oía que estaba diciendo: tecolo, o, o, tecolooo, así se escuchó, que lloraba.
Book_05_-_The_Omens.txt:46	spa	También con eso, si ya alguien se enferma: que en él se pone a chillar, decían que ya no saldrá, que lo dejaremos.
Book_05_-_The_Omens.txt:48	spa	Y cuando escuchaban que ulalaba y que cantaba, luego le dijeron los varones: Vete pues, tienes muy hundidos los ojos, te acostaste con tu madre.
Book_05_-_The_Omens.txt:56	spa	También con eso, se tomó como agüero el conejo, cuando entra a la casa de alguien -- así dicen los campesinos, la gente del campo -- entonces su casa se va a asolar.
Book_05_-_The_Omens.txt:70	spa	También sobre él sabían, que era su imagen del demonio Tezcatlipoca: y cuando echaba un pedo, cuando le echaba un pedo a alguien, decían: Tezcatlipoca echó un pedo.
Book_05_-_The_Omens.txt:102	spa	Decían que Tezcatlipoca, muchas veces se transformaba en coyote, y de coyote, muchas veces se encontró con la gente en el camino.


