Book_05_-_The_Omens.txt:8	eng	It is on you wished, the man our lord: not become a man the beast: you are poor, it is already like this you were born: it is thus, it is your day, that is not ...
Book_05_-_The_Omens.txt:15	eng	Also with that, they thought it an omen: when at someone screeched, the huactli: that as they said, two ways it spoke: that sometimes good, sometimes not good.
Book_05_-_The_Omens.txt:88	eng	Twelfth chapter: where it is said: that another omen there was: that its name was: bundle of ashes.
Book_05_-_The_Omens.txt:97	eng	Thirteenth chapter: where are told: the other omens, that at night showed themselves.
Book_05_-_The_Omens.txt:98	eng	With that also, they considered an omen appeared before them: its name "·", or "·": it is said in Acolhuacan "·": like this they were named.
Book_05_-_The_Omens.txt:107	eng	And when at someone it cries, it was considered an omen: they said it is not good time, that we have come: there is something on it we will jump.
Book_05_-_The_Omens.txt:108	eng	The omen about the coyote.
Book_05_-_The_Omens.txt:111	eng	Here end the omens; that they considered them, here New Spain people.
Book_05_-_The_Omens.txt:105	eng	Omen about the linnet
Book_05_-_The_Omens.txt:106	eng	The linnet, it is a bird, like the wood-pecker: but far in the forest is its home.
Book_05_-_The_Omens.txt:91	eng	The person who is not strong-hearted, who is not supported in the heart, just a fearful man, something scared him: in his presence, it is said: there it frightens him, it takes him away: with that he will quickly die, or something bad will be found at him.

